locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFCHDMIM_02988	CDS	405				hypothetical protein
CFCHDMIM_02989	CDS	624	tetR			Tetracycline repressor protein class B from transposon Tn10
CFCHDMIM_02990	CDS	1218	tetA			Tetracycline resistance protein, class B
CFCHDMIM_02991	CDS	1797				hypothetical protein
CFCHDMIM_02992	CDS	825		3.5.2.6	COG2602	Beta-lactamase OXA-133
CFCHDMIM_02993	CDS	546		2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
CFCHDMIM_02994	CDS	594	sutR_3		COG1396	HTH-type transcriptional regulator SutR
CFCHDMIM_02995	CDS	546	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
CFCHDMIM_02996	CDS	1461	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CFCHDMIM_02997	CDS	1089	queG	1.17.99.6		Epoxyqueuosine reductase
CFCHDMIM_02998	CDS	990	bioB	2.8.1.6	COG0502	Biotin synthase
CFCHDMIM_02999	CDS	213				hypothetical protein
CFCHDMIM_03000	CDS	351				hypothetical protein
CFCHDMIM_03001	CDS	537	smf-1_2		COG3539	Major fimbrial subunit SMF-1
CFCHDMIM_03002	CDS	741	yadV_1			putative fimbrial chaperone YadV
CFCHDMIM_03003	CDS	2538	htrE_1		COG3188	Outer membrane usher protein HtrE
CFCHDMIM_03004	CDS	1020	mrkD_1			Fimbria adhesin protein
CFCHDMIM_03005	CDS	180				hypothetical protein
CFCHDMIM_03006	CDS	852	hdfR_3			HTH-type transcriptional regulator HdfR
CFCHDMIM_03007	CDS	930	yijE			putative cystine transporter YijE
CFCHDMIM_03008	CDS	465				hypothetical protein
CFCHDMIM_03009	CDS	1416				hypothetical protein
CFCHDMIM_03010	CDS	438				hypothetical protein
CFCHDMIM_03011	CDS	900	allS			HTH-type transcriptional activator AllS
CFCHDMIM_03012	CDS	99				hypothetical protein
CFCHDMIM_03013	CDS	1233				hypothetical protein
CFCHDMIM_03014	tRNA	77				tRNA-Met(cat)
CFCHDMIM_03015	CDS	864				hypothetical protein
CFCHDMIM_03016	CDS	561	betI_10			HTH-type transcriptional regulator BetI
CFCHDMIM_03017	CDS	546				hypothetical protein
CFCHDMIM_03018	CDS	750	yebC		COG0217	putative transcriptional regulatory protein YebC
CFCHDMIM_03019	CDS	471	decR_2		COG1522	DNA-binding transcriptional activator DecR
CFCHDMIM_03020	CDS	1332				hypothetical protein
CFCHDMIM_03021	CDS	744	glnQ_2			Glutamine transport ATP-binding protein GlnQ
CFCHDMIM_03022	CDS	678	gltK		COG0765	Glutamate/aspartate import permease protein GltK
CFCHDMIM_03023	CDS	843	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
CFCHDMIM_03024	CDS	894	gltI		COG0834	Glutamate/aspartate import solute-binding protein
CFCHDMIM_03025	CDS	765				hypothetical protein
CFCHDMIM_03026	CDS	1212	soxC_1			Dibenzothiophene desulfurization enzyme C
CFCHDMIM_03027	CDS	1224	soxC_2			Dibenzothiophene desulfurization enzyme C
CFCHDMIM_03028	CDS	1413	dmoA_2	1.14.13.131		Dimethyl-sulfide monooxygenase
CFCHDMIM_03029	CDS	831				hypothetical protein
CFCHDMIM_03030	CDS	834	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
CFCHDMIM_03031	CDS	1071	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
CFCHDMIM_03032	CDS	660	metI		COG2011	D-methionine transport system permease protein MetI
CFCHDMIM_03033	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
CFCHDMIM_03034	CDS	522				hypothetical protein
CFCHDMIM_03035	CDS	708	cmr		COG0664	HTH-type transcriptional regulator Cmr
CFCHDMIM_03036	CDS	336				hypothetical protein
CFCHDMIM_03037	CDS	471				hypothetical protein
CFCHDMIM_03038	CDS	741	ygaZ		COG1296	Inner membrane protein YgaZ
CFCHDMIM_03039	CDS	342				hypothetical protein
CFCHDMIM_03040	CDS	390				putative protein.1
CFCHDMIM_03041	CDS	1209	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
CFCHDMIM_03042	CDS	2664	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
CFCHDMIM_03043	CDS	1227	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
CFCHDMIM_03044	CDS	633				hypothetical protein
CFCHDMIM_03045	CDS	846	rhaS_9			HTH-type transcriptional activator RhaS
CFCHDMIM_03046	CDS	486	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
CFCHDMIM_03047	CDS	420	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
CFCHDMIM_03048	CDS	1431	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
CFCHDMIM_03049	CDS	1308	gltT			Proton/sodium-glutamate symport protein
CFCHDMIM_03050	CDS	1068	ansB	3.5.1.38		Glutaminase-asparaginase
CFCHDMIM_03051	CDS	3564	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
CFCHDMIM_03052	CDS	840	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
CFCHDMIM_03053	CDS	816	cysE	2.3.1.30	COG1045	Serine acetyltransferase
CFCHDMIM_03054	CDS	942				hypothetical protein
CFCHDMIM_03055	CDS	2007				hypothetical protein
CFCHDMIM_03056	CDS	489	ahpF_1	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
CFCHDMIM_03057	CDS	1113	oatA	2.3.1.-		O-acetyltransferase OatA
CFCHDMIM_03058	CDS	1266	yciC		COG0523	Putative metal chaperone YciC
CFCHDMIM_03059	CDS	684				hypothetical protein
CFCHDMIM_03060	CDS	1389	aroP_3		COG1113	Aromatic amino acid transport protein AroP
CFCHDMIM_03061	CDS	1308				hypothetical protein
CFCHDMIM_03062	CDS	633	nagL	5.2.1.4		Maleylpyruvate isomerase
CFCHDMIM_03063	CDS	549	fosB	2.5.1.-		Metallothiol transferase FosB
CFCHDMIM_03064	CDS	780				hypothetical protein
CFCHDMIM_03065	CDS	1056	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
CFCHDMIM_03066	CDS	471				hypothetical protein
CFCHDMIM_03067	CDS	1344	norM_2		COG0534	Multidrug resistance protein NorM
CFCHDMIM_03068	CDS	936	panS		COG0385	Pantothenate precursors transporter PanS
CFCHDMIM_03069	CDS	645	pncA	3.5.1.19	COG1335	Nicotinamidase
CFCHDMIM_03070	CDS	894	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CFCHDMIM_03071	CDS	606				hypothetical protein
CFCHDMIM_03072	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CFCHDMIM_03073	CDS	204				hypothetical protein
CFCHDMIM_03074	CDS	840	yfdC		COG2116	Inner membrane protein YfdC
CFCHDMIM_03075	CDS	1266	rarA		COG2256	Replication-associated recombination protein A
CFCHDMIM_03076	CDS	1173	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
CFCHDMIM_03077	CDS	459				hypothetical protein
CFCHDMIM_03078	CDS	159				hypothetical protein
CFCHDMIM_03079	CDS	738				hypothetical protein
CFCHDMIM_03080	CDS	363		2.7.7.53	COG0537	AP-4-A phosphorylase
CFCHDMIM_03081	CDS	1035	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
CFCHDMIM_03082	CDS	537				hypothetical protein
CFCHDMIM_03083	CDS	246				hypothetical protein
CFCHDMIM_03084	CDS	561	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
CFCHDMIM_03085	CDS	1029	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
CFCHDMIM_03086	CDS	1425	norG_4		COG1167	HTH-type transcriptional regulator NorG
CFCHDMIM_03087	CDS	375				hypothetical protein
CFCHDMIM_03088	CDS	903	dmlR_14			HTH-type transcriptional regulator DmlR
CFCHDMIM_03089	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
CFCHDMIM_03090	CDS	1191	ydhP_2		COG2814	Inner membrane transport protein YdhP
CFCHDMIM_03091	CDS	654				hypothetical protein
CFCHDMIM_03092	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
CFCHDMIM_03093	CDS	351				hypothetical protein
CFCHDMIM_03094	CDS	1113	dnaJ		COG0484	Chaperone protein DnaJ
CFCHDMIM_03095	CDS	378				hypothetical protein
CFCHDMIM_03096	CDS	3126	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
CFCHDMIM_03097	CDS	1101	mdtA_1			Multidrug resistance protein MdtA
CFCHDMIM_03098	CDS	624				hypothetical protein
CFCHDMIM_03099	CDS	2685	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
CFCHDMIM_03100	CDS	1296	rutG		COG2233	Putative pyrimidine permease RutG
CFCHDMIM_03101	CDS	891	cysL		COG0583	HTH-type transcriptional regulator CysL
CFCHDMIM_03102	CDS	732				hypothetical protein
CFCHDMIM_03103	CDS	1290				hypothetical protein
CFCHDMIM_03104	CDS	1788	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CFCHDMIM_03105	CDS	963	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
CFCHDMIM_03106	CDS	1305	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
CFCHDMIM_03107	CDS	144				hypothetical protein
CFCHDMIM_03108	CDS	1479				hypothetical protein
CFCHDMIM_03109	CDS	693				hypothetical protein
CFCHDMIM_03110	CDS	600	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CFCHDMIM_03111	CDS	558	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
CFCHDMIM_03112	CDS	1071	nlhH_2	3.1.1.1	COG0657	Carboxylesterase NlhH
CFCHDMIM_03113	CDS	327				hypothetical protein
CFCHDMIM_03114	CDS	231				hypothetical protein
CFCHDMIM_03115	CDS	867				hypothetical protein
CFCHDMIM_03116	CDS	894	dmlR_15			HTH-type transcriptional regulator DmlR
CFCHDMIM_03117	CDS	555	grpE		COG0576	Protein GrpE
CFCHDMIM_03118	CDS	1941	dnaK		COG0443	Chaperone protein DnaK
CFCHDMIM_03119	CDS	918				hypothetical protein
CFCHDMIM_03120	CDS	1011				hypothetical protein
CFCHDMIM_03121	CDS	375				hypothetical protein
CFCHDMIM_03122	CDS	1293				Tn3 family transposase TnXax1
CFCHDMIM_03123	CDS	1122	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
CFCHDMIM_03124	CDS	513	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CFCHDMIM_03125	CDS	366				hypothetical protein
CFCHDMIM_03126	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CFCHDMIM_03127	CDS	1251				hypothetical protein
CFCHDMIM_03128	CDS	597	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
CFCHDMIM_03129	CDS	957	alx		COG0861	Putative membrane-bound redox modulator Alx
CFCHDMIM_03130	CDS	366				hypothetical protein
CFCHDMIM_03131	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
CFCHDMIM_03132	CDS	1056	ndmA	1.14.13.178		Methylxanthine N1-demethylase NdmA
CFCHDMIM_03133	CDS	1326	guaD_2	3.5.4.3	COG0402	Guanine deaminase
CFCHDMIM_03134	CDS	150				hypothetical protein
CFCHDMIM_03135	CDS	528	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
CFCHDMIM_03136	CDS	252				hypothetical protein
CFCHDMIM_03137	CDS	699	dsbC_2		COG1651	putative thiol:disulfide interchange protein DsbC
CFCHDMIM_03138	CDS	981	czcD_3		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
CFCHDMIM_03139	CDS	264	rcnR		COG1937	Transcriptional repressor RcnR
CFCHDMIM_03140	CDS	1356	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
CFCHDMIM_03141	CDS	1761	yidC			Membrane protein insertase YidC
CFCHDMIM_03142	CDS	321	yidD			Putative membrane protein insertion efficiency factor
CFCHDMIM_03143	CDS	393	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
CFCHDMIM_03144	CDS	135	rpmH		COG0230	50S ribosomal protein L34
CFCHDMIM_03145	CDS	1398	dnaA		COG0593	Chromosomal replication initiator protein DnaA
CFCHDMIM_03146	CDS	1149	dnaN		COG0592	Beta sliding clamp
CFCHDMIM_03147	CDS	1083	recF		COG1195	DNA replication and repair protein RecF
CFCHDMIM_03148	CDS	2469	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
CFCHDMIM_03149	CDS	393	cybC		COG3783	Soluble cytochrome b562
CFCHDMIM_03150	CDS	558	dedA_2		COG0586	Protein DedA
CFCHDMIM_03151	CDS	1932	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
CFCHDMIM_03152	CDS	1005				hypothetical protein
CFCHDMIM_03153	CDS	1008				hypothetical protein
CFCHDMIM_03154	CDS	1005				hypothetical protein
CFCHDMIM_03155	CDS	336	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
CFCHDMIM_03156	CDS	846	ephA	3.3.2.10		Epoxide hydrolase A
CFCHDMIM_03157	CDS	1128	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
CFCHDMIM_03158	CDS	1215	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
CFCHDMIM_03159	CDS	699				hypothetical protein
CFCHDMIM_03160	CDS	579	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
CFCHDMIM_03161	CDS	519				hypothetical protein
CFCHDMIM_03162	CDS	1068				hypothetical protein
CFCHDMIM_03163	CDS	750				hypothetical protein
CFCHDMIM_03164	CDS	1197	sbmA		COG1133	Peptide antibiotic transporter SbmA
CFCHDMIM_03165	CDS	1236	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
CFCHDMIM_03166	CDS	936				hypothetical protein
CFCHDMIM_03167	CDS	1476	alsT		COG1115	Amino-acid carrier protein AlsT
CFCHDMIM_03168	CDS	204				hypothetical protein
CFCHDMIM_03169	CDS	705	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
CFCHDMIM_03170	CDS	1215	bcr_2			Bicyclomycin resistance protein
CFCHDMIM_03171	CDS	2079	yccS_2		COG1289	Inner membrane protein YccS
CFCHDMIM_03172	CDS	576				hypothetical protein
CFCHDMIM_03173	CDS	2547	hmp_2	1.14.12.17		Flavohemoprotein
CFCHDMIM_03174	CDS	786				hypothetical protein
CFCHDMIM_03175	tRNA	76				tRNA-Val(tac)
CFCHDMIM_03176	tRNA	77				tRNA-Asp(gtc)
CFCHDMIM_03177	tRNA	76				tRNA-Asp(gtc)
CFCHDMIM_03178	tRNA	76				tRNA-Val(tac)
CFCHDMIM_03179	CDS	504				hypothetical protein
CFCHDMIM_03180	CDS	369	ybaN		COG2832	Inner membrane protein YbaN
CFCHDMIM_03181	CDS	909				hypothetical protein
CFCHDMIM_03182	CDS	141				hypothetical protein
CFCHDMIM_03183	CDS	1137	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
CFCHDMIM_03184	CDS	465				hypothetical protein
CFCHDMIM_03185	CDS	4521	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
CFCHDMIM_03186	CDS	2079				hypothetical protein
CFCHDMIM_03187	CDS	537				hypothetical protein
CFCHDMIM_03188	CDS	363	pleD			Response regulator PleD
CFCHDMIM_03189	CDS	384	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CFCHDMIM_03190	CDS	639				hypothetical protein
CFCHDMIM_03191	CDS	1119	mdtA_2			Multidrug resistance protein MdtA
CFCHDMIM_03192	CDS	3099	mdtC		COG0841	Multidrug resistance protein MdtC
CFCHDMIM_03193	CDS	1716	proS	6.1.1.15	COG0442	Proline--tRNA ligase
CFCHDMIM_03194	CDS	342				hypothetical protein
CFCHDMIM_03195	CDS	345				hypothetical protein
CFCHDMIM_03196	CDS	357				hypothetical protein
CFCHDMIM_03197	CDS	450				hypothetical protein
CFCHDMIM_03198	CDS	723	ygfZ			tRNA-modifying protein YgfZ
CFCHDMIM_03199	CDS	711	dsbC_3		COG1651	putative thiol:disulfide interchange protein DsbC
CFCHDMIM_03200	CDS	825				hypothetical protein
CFCHDMIM_03201	CDS	924				hypothetical protein
CFCHDMIM_03202	CDS	1110	namA_3	1.6.99.1	COG1902	NADPH dehydrogenase
CFCHDMIM_03203	CDS	1260	btuB_5			Vitamin B12 transporter BtuB
CFCHDMIM_03204	CDS	318				hypothetical protein
CFCHDMIM_03205	CDS	114				hypothetical protein
CFCHDMIM_03206	CDS	342				hypothetical protein
CFCHDMIM_03207	CDS	585		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
CFCHDMIM_03208	CDS	780	ompA_2			Outer membrane protein A
CFCHDMIM_03209	CDS	6798	ata			Adhesin Ata autotransporter
CFCHDMIM_03210	CDS	2430	lon_2	3.4.21.53	COG0466	Lon protease
CFCHDMIM_03211	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CFCHDMIM_03212	CDS	777	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
CFCHDMIM_03213	CDS	1110				hypothetical protein
CFCHDMIM_03214	CDS	1404	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
CFCHDMIM_03215	CDS	792	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
CFCHDMIM_03216	CDS	693	nth	4.2.99.18	COG0177	Endonuclease III
CFCHDMIM_03217	CDS	654	adk	2.7.4.3	COG0563	Adenylate kinase
CFCHDMIM_03218	CDS	1314				hypothetical protein
CFCHDMIM_03219	CDS	519				hypothetical protein
CFCHDMIM_03220	CDS	2019	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
CFCHDMIM_03221	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
CFCHDMIM_03222	CDS	570				hypothetical protein
CFCHDMIM_03223	CDS	615	ureG			Urease accessory protein UreG
CFCHDMIM_03224	CDS	666	ureF		COG0830	Urease accessory protein UreF
CFCHDMIM_03225	CDS	483	ureE			Urease accessory protein UreE
CFCHDMIM_03226	CDS	1701	ureC	3.5.1.5		Urease subunit alpha
CFCHDMIM_03227	CDS	309	ureB	3.5.1.5		Urease subunit beta
CFCHDMIM_03228	CDS	303	ureA	3.5.1.5		Urease subunit gamma
CFCHDMIM_03229	CDS	876	ureD		COG0829	Urease accessory protein UreD
CFCHDMIM_03230	CDS	324				hypothetical protein
CFCHDMIM_03231	CDS	480				hypothetical protein
CFCHDMIM_03232	CDS	1605		4.1.3.1	COG2224	Isocitrate lyase
CFCHDMIM_03233	CDS	990	syrM1			HTH-type transcriptional regulator SyrM 1
CFCHDMIM_03234	CDS	1326				hypothetical protein
CFCHDMIM_03235	CDS	1338	citN		COG2851	Citrate transporter
CFCHDMIM_03236	CDS	513				hypothetical protein
CFCHDMIM_03237	CDS	549				hypothetical protein
CFCHDMIM_03238	CDS	1614	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
CFCHDMIM_03239	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
CFCHDMIM_03240	CDS	99				hypothetical protein
CFCHDMIM_03241	CDS	987	rhaS_10			HTH-type transcriptional activator RhaS
CFCHDMIM_03242	CDS	411	mhbT			3-hydroxybenzoate transporter MhbT
CFCHDMIM_03243	CDS	876	pcaK_4		COG0477	4-hydroxybenzoate transporter PcaK
CFCHDMIM_03244	CDS	1251				hypothetical protein
CFCHDMIM_03245	CDS	786	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
CFCHDMIM_03246	CDS	1239	styA	1.14.14.11		Styrene monooxygenase StyA
CFCHDMIM_03247	CDS	531	C1-hpah_2	1.5.1.36		p-hydroxyphenylacetate 3-hydroxylase, reductase component
CFCHDMIM_03248	CDS	948				hypothetical protein
CFCHDMIM_03249	CDS	1059	rhaS_11			HTH-type transcriptional activator RhaS
CFCHDMIM_03250	CDS	1029	antC		COG0543	Anthranilate 1,2-dioxygenase electron transfer component
CFCHDMIM_03251	CDS	492	antB	1.14.12.1	COG5517	Anthranilate 1,2-dioxygenase small subunit
CFCHDMIM_03252	CDS	1416	antA_2	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
CFCHDMIM_03253	CDS	351	mopA		COG2005	Molybdenum-pterin-binding protein MopA
CFCHDMIM_03254	CDS	786	modA		COG0725	Molybdate-binding protein ModA
CFCHDMIM_03255	CDS	693	modB		COG4149	Molybdenum transport system permease protein ModB
CFCHDMIM_03256	CDS	621	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CFCHDMIM_03257	CDS	771	dhbA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
CFCHDMIM_03258	CDS	642	vibB	3.3.2.1	COG1535	Vibriobactin-specific isochorismatase
CFCHDMIM_03259	CDS	402				hypothetical protein
CFCHDMIM_03260	CDS	1782	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
CFCHDMIM_03261	CDS	2076	ppk_2	2.7.4.1		Polyphosphate kinase
CFCHDMIM_03262	CDS	912	pqqB		COG1235	Coenzyme PQQ synthesis protein B
CFCHDMIM_03263	CDS	759	pqqC	1.3.3.11	COG5424	Pyrroloquinoline-quinone synthase
CFCHDMIM_03264	CDS	285	pqqD			PqqA binding protein
CFCHDMIM_03265	CDS	1155	pqqE	1.21.98.4	COG0535	PqqA peptide cyclase
CFCHDMIM_03266	CDS	1053				hypothetical protein
CFCHDMIM_03267	CDS	177				hypothetical protein
CFCHDMIM_03268	CDS	237				hypothetical protein
CFCHDMIM_03269	CDS	588				hypothetical protein
CFCHDMIM_03270	CDS	1527	clsC_1	2.7.8.-	COG1502	Cardiolipin synthase C
CFCHDMIM_03271	CDS	468				hypothetical protein
CFCHDMIM_03272	CDS	366				hypothetical protein
CFCHDMIM_03273	CDS	1164				hypothetical protein
CFCHDMIM_03274	CDS	1872				hypothetical protein
CFCHDMIM_03275	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
CFCHDMIM_03276	CDS	951				hypothetical protein
CFCHDMIM_03277	CDS	1017	mrkD_2			Fimbria adhesin protein
CFCHDMIM_03278	CDS	2559	htrE_2		COG3188	Outer membrane usher protein HtrE
CFCHDMIM_03279	CDS	711	yadV_2			putative fimbrial chaperone YadV
CFCHDMIM_03280	CDS	1467	bicA_2		COG0659	Bicarbonate transporter BicA
CFCHDMIM_03281	CDS	852				hypothetical protein
CFCHDMIM_03282	CDS	300				hypothetical protein
CFCHDMIM_03283	CDS	372				hypothetical protein
CFCHDMIM_03284	CDS	639				hypothetical protein
CFCHDMIM_03285	CDS	1911				hypothetical protein
CFCHDMIM_03286	CDS	711				hypothetical protein
CFCHDMIM_03287	CDS	684	comM_2		COG0606	Competence protein ComM
CFCHDMIM_03288	CDS	537	gabR_3		COG1167	HTH-type transcriptional regulatory protein GabR
CFCHDMIM_03289	CDS	858	gabR_4		COG1167	HTH-type transcriptional regulatory protein GabR
CFCHDMIM_03290	CDS	777	fucA	4.1.2.17		L-fuculose phosphate aldolase
CFCHDMIM_03291	CDS	879	dapA_4	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CFCHDMIM_03292	CDS	813				hypothetical protein
CFCHDMIM_03293	CDS	171				hypothetical protein
CFCHDMIM_03294	CDS	1317	oprD	3.4.21.-		Porin D
CFCHDMIM_03295	CDS	528	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
CFCHDMIM_03296	CDS	399				hypothetical protein
CFCHDMIM_03297	CDS	384				hypothetical protein
CFCHDMIM_03298	CDS	1680	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
CFCHDMIM_03299	CDS	2220	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
CFCHDMIM_03300	CDS	1320	naiP_2			Putative niacin/nicotinamide transporter NaiP
CFCHDMIM_03301	CDS	645				hypothetical protein
CFCHDMIM_03302	CDS	468				hypothetical protein
CFCHDMIM_03303	CDS	1593				hypothetical protein
CFCHDMIM_03304	CDS	624				hypothetical protein
CFCHDMIM_03305	CDS	1392	hsrA			putative transport protein HsrA
CFCHDMIM_03306	CDS	759				hypothetical protein
CFCHDMIM_03307	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
CFCHDMIM_03308	CDS	354			COG0251	RutC family protein
CFCHDMIM_03309	CDS	501				hypothetical protein
CFCHDMIM_03310	CDS	2379				hypothetical protein
CFCHDMIM_03311	CDS	1260				hypothetical protein
CFCHDMIM_03312	CDS	405	cueR		COG0789	HTH-type transcriptional regulator CueR
CFCHDMIM_03313	CDS	486				hypothetical protein
CFCHDMIM_03314	CDS	567	fldP_3			Flavodoxin FldP
CFCHDMIM_03315	CDS	489	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
CFCHDMIM_03316	CDS	999	srpG	2.5.1.47	COG0031	Cysteine synthase
CFCHDMIM_03317	CDS	543	aac	2.3.1.-		Aminoglycoside 2'-N-acetyltransferase
CFCHDMIM_03318	CDS	522				hypothetical protein
CFCHDMIM_03319	CDS	1125				hypothetical protein
CFCHDMIM_03320	CDS	480				hypothetical protein
CFCHDMIM_03321	CDS	1005	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
CFCHDMIM_03322	CDS	588				hypothetical protein
CFCHDMIM_03323	CDS	1542	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
CFCHDMIM_03324	CDS	1890	htpX_2	3.4.24.-		Protease HtpX
CFCHDMIM_03325	CDS	651				hypothetical protein
CFCHDMIM_03326	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
CFCHDMIM_03327	CDS	1437	bepA_3	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
CFCHDMIM_03328	CDS	447	yqeY		COG1610	putative protein YqeY
CFCHDMIM_03329	CDS	216	rpsU		COG0828	30S ribosomal protein S21
CFCHDMIM_03330	CDS	1011	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
CFCHDMIM_03331	CDS	1104				hypothetical protein
CFCHDMIM_03332	CDS	882				hypothetical protein
CFCHDMIM_03333	CDS	1509				hypothetical protein
CFCHDMIM_03334	CDS	804	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
CFCHDMIM_03335	tRNA	85				tRNA-Leu(tag)
CFCHDMIM_03336	tRNA	74				tRNA-Trp(cca)
CFCHDMIM_03337	CDS	918	hdfR_4			HTH-type transcriptional regulator HdfR
CFCHDMIM_03338	CDS	1377	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
CFCHDMIM_03339	CDS	1569	bauC_2	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
CFCHDMIM_03340	CDS	1398	gabP_3		COG1113	GABA permease
CFCHDMIM_03341	CDS	234				hypothetical protein
CFCHDMIM_03342	CDS	990				hypothetical protein
CFCHDMIM_03343	CDS	795	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
